customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
1875-QIVME,Female,0.0,Yes,,2.0,Yes,Yes,Fiber optic,No,,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,24.8,1
6727-IOTLZ,Male,0.0,Yes,No,14.0,Yes,No,DSL,No,,Yes,Yes,YES,,Two year,No,Mailed check,81.95,1181.75,0
0691-JVSYA,Female,0.0,,No,53.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1
5918-VUKWP,Female,0.0,No,No,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,On year,No,Bank transfer (automatic),20.55,65455,0
1744-JHKYS,Female,0.0,,No,34.0,Yes,Yes,No,,No internet service,No internet service,NO INTERNET SERVICE,No internet service,No internet service,Month-to-month,No,ELECTRONIC CHECK,24.7,780.2,0
2656-FMOKZ,Female,1.0,No,No,15.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,,Mailed check,74.45,1145.7,1
2070-FNEXE,Female,,No,No,7.0,Yes,No,,Yes,No,No,No,No,No,onth-to-month,No,Bank transfer (automatic),76.45,503.6,1
5947-SGKCL,Female,0.0,Yes,Yes,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0
3712-PKXZA,Male,0.0,Yes,No,61.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,One year,Yes,Credit card (automatic),20.55,1252,0
6317-YPKDH,Female,0.0,,No,1.0,No,No phone service,DSL,No,Yes,No,,No,No,,No,Bank transfer (automatic),29.95,29.95,1
6582-OIVSP,Female,0.0,No,No,1.0,Yes,No,,,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0
9367-WXLCH,Male,0.0,No,,8.0,Yes,Yes,Fiber optic,No,No,No,No,,,Month-to-month,No,Bank transfer (automatic),84.5,,1
5524-KHNJP,Male,0.0,Yes,Yes,,Yes,No,,Yes,No,Yes,No,Yes,Yes,One year,NO,Credit card (automatic),2249.6492963913934,2453.3,0
1918-ZBFQJ,Female,0.0,No,No,13.0,Yes,,Fiber optic,No,Yes,Yes,oN,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1
1024-GUALD,Female,0.0,Yes,No,1.0,No,No phone service,DSL,oN,No,No,,oN,No,Month-to-month,Yes,Electronic check,24.8,24.8,1
4827-USJHP,Male,,No,No,20.0,Yes,No,DSL,,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0
8167-GJLRN,Male,0.0,No,No,3.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0
0956-SYCWG,Female,0.0,No,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0
8017-UVSZU,Female,0.0,,No,40.0,Yes,Yes,,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),2068.1492963913934,2379.1,0
7100-FQPRV,Male,,Yes,Yes,43.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,,Yes,,71.9,3173.35,0
2472-OVKUP,,0.0,,,6.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,,Yes,Electronic check,91.0,531,1
2984-RGEYA,Female,0.0,,Yes,69.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NO,Bank transfer (automatic),19.75,1375.4,0
9680-NIAUV,Female,0.0,Yes,,,Yes,Yes,Fiber optic,YES,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,0
2146-EGVDT,Male,,Yes,Yes,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,0
2604-IJPDU,,0.0,Yes,No,20.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0
9178-JHUVJ,Male,0.0,Yes,Yes,24.0,Yes,,No,No internets ervice,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),24.1,,0
6168-YBYNP,,,No,No,59.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,0
7255-SSFBC,Male,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,,Yes,,Yes,Yes,Two year,Yes,Bank transfer (automatic),,8041.65,0
3645-DEYGF,Male,0.0,No,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,0
9323-HGFWY,Female,0.0,Yes,,27.0,Yes,No,Fiber optic,Yes,,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),,2681.15,0
8544-GOQSH,,0.0,No,No,14.0,Yes,No,Fiber optic,No,Yes,No,Yes,,,Month-to-month,,Credit card (automatic),80.05,1112.3,0
3363-DTIVD,Male,0.0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,oN,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,,0
7018-WBJNK,Male,0.0,No,Yes,13.0,Yes,,Fiber optic,,No,No,No,Yes,oN,Monthto-month,Yes,Credit card (automatic),78.3,1033.95,0
9142-KZXOP,Male,0.0,No,No,,Yes,No,Fiber optic,No,No,No,,No,oN,Month-to-month,No,Credit card (automatic),68.85,2958.95,0
7674-YTAFD,Female,0.0,No,No,33.0,Yes,No,Fiber optic,,Yes,oN,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,0
6348-SNFUS,Male,18.37901514654594,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,sY,Credit card (automatic),55.45,4179.2,0
1285-OKIPP,Male,0.0,No,No,,Yes,No,,,No,No,No,No,Yes,Month-to-month,No,ELECTRONIC CHECK,79.9,79.9,1
7825-ECJRF,Femael,0.0,oN,No,,Yes,No,,Yes,No,Yes,,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,1
1347-KTTTA,Male,0.0,Yes,No,64.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,ONE YEAR,Yes,Credit card (automatic),102.45,,0
7841-TZDMQ,Male,0.0,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,,Yes,,46.0,84.5,1
4195-NZGTA,Female,0.0,No,No,1.0,No,No phone service,DSL,,No,No,No,,No,Month-to-month,No,Electronic check,25.25,,0
7157-SMCFK,Male,0.0,No,Yes,1838.5376145222538,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,0
4709-LKHYG,,0.0,Yes,Yes,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,,20.0,,0
2504-DSHIH,Male,1.0,Yes,No,23.0,Yes,Yes,,No,No,No,No,No,Yes,Month-to-month,No,Elcetrnoic check,86.8,1975.85,0
0699-NDKJM,Feamle,,Yes,No,57.0,No,No phone service,DSL,Yes,,Yes,No,Yes,eYs,Month-to-month,Yes,Bank transfer (automatic),58.75,,0
9286-BHDQG,Male,0.0,Yes,,72.0,No,No phone service,DSL,,,Yes,Yes,No,No,Two year,No,,45.25,3139.8,0
0230-WEQUW,Male,0.0,,No,66.0,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,0
2040-LDIWQ,Male,0.0,Yes,Yes,65.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,0
6496-JDSSB,Female,0.0,,No,8.0,Yes,No,Fiber optic,No,No,No,No,Yes,,Mnth-to-month,Yes,Bank transfer (automatic),80.0,624.6,0
9408-SSNVZ,,0.0,No,No,4.0,Yes,NO,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.15,268.35,1
4443-EMBNA,Female,0.0,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,0
6469-MRVET,Male,0.0,Yes,Yes,1.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,0
0742-MOABM,Male,0.0,Yes,No,4.0,Yes,No,DSL,,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,,1
5961-VUSRV,Female,0.0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),,219.35,0
6778-JFCMK,Male,0.0,,No,24.0,No,No phone service,DSL,,No,No,No,eYs,Yes,One year,Yes,Mailed check,50.6,1288.75,0
6341-JVQGF,Female,,Yes,,31.0,Yes,,DSL,Yes,No,Yes,Yes,Yes,Yes,,,Mailed check,81.15,2545.75,0
2232-DMLXU,Female,,Yes,oN,1238.5376145222538,Yes,No,DSL,,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,1
4811-JBUVU,Male,0.0,No,No,30.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,,Month-to-month,eYs,Credit card (automatic),89.9,2723.15,0
0945-TSONX,Female,0.0,,Yes,47.0,Yes,,DSL,Yes,Yes,No,Yes,eYs,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,0
2651-ZCBXV,Male,0.0,No,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,No,,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,0
3316-UWXUY,Male,,No,No,50.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,,Credit card (automatic),93.5,4747.5,0
8937-RDTHP,Male,0.0,No,No,1.0,Yes,No,Fiber optic,Yes,No,No,No,oN,Yes,Month-to-month,Yes,Mailed check,84.6,,1
7083-MIOPC,Female,0.0,No,No,72.0,Yes,No,oN,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,oN,CREDIT CARD (AUTOMATIC),20.25,1566.9,0
1984-GPTEH,Female,0.0,No,,29.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,No,Electronic check,25.15,702,0
1251-KRREG,Male,0.0,No,No,2.0,Yes,Yes,SL,No,Yes,No,,No,No,Month-to-month,Yes,Mailed check,2046.1492963913934,114.1,1
0621-JFHOL,Female,0.0,,No,10.0,No,No phoe service,DSL,No,No,,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,0
9903-LYSAB,Male,0.0,Yes,No,18.0,Yes,Yes,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,0
0094-OIFMO,Female,1.0,No,No,11.0,Yes,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,1
9227-UAQFT,Male,0.0,No,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Two year,No,Mailed check,19.75,284.35,0
7301-ABVAD,Female,0.0,No,No,72.0,Yes,Yes,DSL,No,,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),2368.1492963913934,6350.5,0
6614-FHDBO,Male,0.0,,No,72.0,Yes,Yes,,NO,Yes,,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),,7878.3,0
7576-ASEJU,Femael,,Yes,Yes,41.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,0
9058-HRZSV,Female,1.0,Yes,No,65.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,0
4522-AKYLR,Female,,No,,13.0,Yes,No,,No,Yes,eYs,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,0
0221-WMXNQ,Male,28.37901514654594,No,No,4.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,,273.4,0
0303-UNCIP,Male,0.0,No,No,41.0,Yes,Yes,DSL,No,No,,No,No,Yes,One year,No,Mailed check,65.0,2531.8,0
9947-OTFQU,Male,1.0,No,,15.0,Yes,oN,Fiber optic,,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,1
0322-YINQP,Male,0.0,,No,1238.5376145222538,Yes,No,DSL,Yes,No,No,No,No,,Month-to-month,Yes,Mailed check,,48.55,1
0959-WHOKV,Male,0.0,No,No,42.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,,Yes,One year,Yes,Electronic check,,4298.45,0
4075-JFPGR,Female,0.0,Yes,No,,Yes,,Fiber optic,Yes,Yes,Yes,No,,No,One year,Yes,Electronic check,93.5,4619.55,0
4629-NRXKX,Female,0.0,YES,Yes,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,,,147.15,1
9514-JDSKI,Male,1.0,Yes,No,1.0,No,No phone service,,NO,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,1
3282-ZISZV,Male,0.0,No,Yes,32.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,0
3675-YDUPJ,Male,,No,,10.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.85,193.05,0
4111-BNXIF,Female,0.0,Yes,Yes,,No,No phone service,DSL,,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,0
7017-VFHAY,Female,0.0,YES,YES,,Yes,Yes,Fiber optic,Yes,Yes,Yes,,,Yes,Two year,,Credit card (automatic),115.1,7008.15,0
6655-LHBYW,Male,0.0,No,No,50.0,Yes,YES,Fibero ptic,Yes,Yes,eYs,Yes,Yes,Yes,One year,No,Credi tcard (automatic),114.35,5791.1,0
4959-JOSRX,Female,0.0,Yes,,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,1
5046-NUHWD,Female,1.0,Yes,No,29.0,No,No phone service,,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.65,0
7273-TEFQD,Male,1.0,No,No,,No,No phone service,DSL,No,No,Yes,oN,,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,1
3606-TWKGI,Male,1.0,No,No,13.0,Yes,Yes,Fiber optic,No,Yes,Yse,No,Yes,Yes,Month-to-month,Yes,Electronic heck,106.9,1364.3,1
7529-ZDFXI,Mle,1.0,Yes,No,57.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,0
7605-BDWDC,Female,0.0,No,No,31.0,No,No phone service,DSL,Yes,Yes,No,,No,Yes,Two year,Yes,Bank transfer (automatic),2000.6492963913934,1520.1,0
1950-KSVVJ,Female,0.0,Yes,No,45.0,Yes,eYs,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,NO,,113.3,5032.25,0
0123-CRBRT,Female,0.0,Yes,Yes,61.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,,88.1,5526.75,0
6292-TOSSS,,0.0,No,No,50.0,Yes,Yes,oN,No internet service,No internet service,No internet service,,No intenet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,0
3197-ARFOY,Female,,No,No,19.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,0
6323-AYBRX,Male,0.0,No,No,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,,19.35,,1
7014-ZZXAW,Female,0.0,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,1732.95,0
4385-GZQXV,Female,1.0,No,No,16.0,Yes,No,Fiber optic,No,No,No,,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,,1
7633-MVPUY,Male,0.0,Yes,No,57.0,Yes,No,DSL,Yes,Yes,,Yes,No,No,Two year,Yes,,59.75,3450.15,0
6366-ZGQGL,Male,0.0,No,No,1.0,No,N phone service,DSL,No,No,,No,No,No,Month-to-month,No,Bank transfer (automatic),,24.8,1
4716-HHKQH,Male,1.0,Yes,No,20.0,Yes,Yes,Fiber optic,No,,NO,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,0
5940-AHUHD,Male,0.0,No,No,1.0,Yes,No,,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,,1
6432-TWQLB,Male,0.0,,No,,Yes,Yes,Fiber optic,No,eYs,No,Yes,No,No,Month-to-month,,Electronic check,85.4,401.1,1
4484-GLZOU,Female,0.0,Yes,No,52.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,,105.05,5624.85,1
3179-GBRWV,Male,1.0,Yes,No,21.0,Yes,No,DSL,Yes,Yes,,,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,0
8645-KWHJO,Male,0.0,No,No,14.0,No,No phone service,DLS,,No,,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,2052.1492963913934,771.95,0
4130-MZLCC,FEMALE,0.0,No,No,5.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75,0
0314-TKOSI,Female,,No,No,6.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,0
8229-MYEJZ,Female,0.0,No,No,10.0,Yes,No,DSL,No,Yes,No,No,NO,No,Month-to-month,No,Electronic check,51.2,498.25,0
2080-SRCDE,Female,0.0,No,Yes,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,25.4,25.4,0
9577-WJVCQ,Female,0.0,No,No,68.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,0
9512-UIBFX,Male,0.0,Yes,Yes,18.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,NO,Mailed check,95.15,1779.95,1
6202-DYYFX,Female,0.0,No,No,22.0,Yes,Yes,Fiber optic,No,NO,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.6,0
3808-HFKDE,Female,0.0,No,No,20.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,,927.15,0
5583-SXDAG,Male,0.0,Yes,No,1.0,Yes,,Fiber optic,No,No,No,NO,No,No,Month-to-month,No,Electronic check,70.0,70,1
3488-PGMQJ,Male,1.0,No,No,8.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,,606.55,1
3580-REOAC,Male,0.0,NO,No,10.0,Yes,No,DSL,oN,,No,No,,NO,Month-to-month,Yes,Credit card (automatic),44.85,435.4,1
7534-BFESC,Male,1.0,No,No,24.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2263.1492963913934,1712.7,1
3727-OWVYD,Male,0.0,,No,35.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,,61.2,2021.2,0
2294-SALNE,Male,0.0,,Yes,23.0,Yes,No,,No,Yes,Yes,Yes,oN,No,One year,No,MAILED CHECK,86.8,1940.8,0
4847-TAJYI,Female,1.0,No,No,6.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,567.8,0
1563-IWQEX,Female,,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,220.35,0
8203-XJZRC,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,0
6556-DBKZF,,0.0,Yes,Yes,71.0,Yes,No,Fiber optic,No,No,,No,No,No,Two year,,Electronic check,76.05,5436.45,0
6851-WEFYX,Male,28.37901514654594,Yes,No,35.0,Yes,Yes,Fiber optic,,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,0
2985-JUUBZ,Male,0.0,Yes,Yes,40.0,Yes,Yes,DSL,No,No,Yes,No,,es,Month-to-month,Yes,Electronic check,,3015.75,0
6390-DSAZX,Female,0.0,No,Yes,,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,,73.6,1
0895-LMRSF,Male,0.0,No,No,,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (atuomatic),64.9,1509.8,0
8098-LLAZX,Female,1.0,NO,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,1
8266-VBFQL,Male,0.0,No,,4.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,,356.65,0
8181-YHCMF,Female,0.0,Yse,,1908.5376145222538,No,No phone service,DSL,,Yes,Yes,Yse,,Yes,Two year,No,Credit card (automatic),60.3,4109,0
2240-HSJQD,Male,0.0,No,Yes,38.0,Yes,Yes,Fiber optic,,,No,,No,No,,Yes,Mailed check,81.85,,0
1248-DYXUB,Male,0.0,Yes,Yes,52.0,Yes,Yse,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,0
0265-EDXBD,Male,1.0,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,No,,No,No,Month-to-month,Yes,Electronic check,,2303.35,1
4115-BNPJY,Male,0.0,Yes,Yes,29.0,Yes,No,DSL,No,oN,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,0
3167-SNQPL,Male,1.0,Yes,Yes,38.0,Yes,Yes,Fiber optic,No,YES,oN,,Yes,Ys,Month-to-month,No,Electronic check,101.15,3741.85,0
4091-TVOCN,Male,0.0,No,Yes,48.0,Yes,es,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,0
1098-TDVUQ,Female,0.0,No,No,1.0,Yes,,No,No internet service,No internet service,No internet srevice,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,0
7277-OZCGZ,Female,0.0,No,No,22.0,Yes,,FIBER OPTIC,Yes,No,,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,0
1557-EMYVT,Female,0.0,No,No,43.0,Yes,Yes,Fiber optic,Yes,,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),2652.6492963913934,4895.1,0
2799-ARNLO,Female,1.0,eYs,No,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,,341.6,0
7563-BIUPC,Male,0.0,No,No,,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,,1
5027-YOCXN,Male,0.0,Yes,Yes,51.0,Yes,,Fiber optic,Yes,Yes,No,,Yes,Yes,One year,No,,110.05,5686.4,0
3973-SKMLN,Male,0.0,,No,71.0,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,No internet service,Two year,Yes,,19.9,1355.1,0
2321-OMBXY,,0.0,Yes,Yes,38.0,Yes,No,,Yes,,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.3,3058.65,1
2840-XANRC,Male,1.0,Yes,No,24.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,1
6745-JEFZB,Male,0.0,Yes,,35.0,Yes,Yes,Fiber optic,No,No,,Yes,Yes,No,Month-to-month,,Credit card (automatic),91.5,3236.35,0
5020-ZSTTY,Female,1.0,No,,,Yes,,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,1
9880-TDQAC,Female,0.0,Yse,Yes,72.0,No,No phone serice,DSL,No,Yes,,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264,0
8705-WZCYL,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,,No,,No,Month-to-month,Yes,Electronic check,44.8,44.8,0
7102-JJVTX,Female,0.0,Yes,Yes,9.0,Yes,No,DSL,Ys,No,No,,No,No,One year,No,Mailed check,48.6,422.3,0
8626-PTQGE,Male,0.0,,No,,No,No phone service,DSL,,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,,0
4983-CLMLV,Female,0.0,Yes,No,52.0,Yes,Yes,Fiber optic,No,,,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,0
5701-YVSVF,,1.0,,No,11.0,Yes,No,Fiber optic,No,No,No,Yes,,No,Month-to-month,Yes,Electronic check,82.9,880.05,0
5804-LEPIM,Female,1.0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,1
5697-GOMBF,Female,1.0,Yes,Yes,28.0,No,No phone service,,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,0
2739-CACDQ,Female,1.0,No,NO,17.0,Yes,Yes,Fiber optic,No,,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,0
9385-EHGDO,Female,0.0,Yes,Yes,35.0,Yes,No,No,No internet service,NO INTERNET SERVICE,No internet servce,No internet service,No itnernet service,No internet service,Two yea,Yes,Mailed check,19.85,739.35,0
9498-FIMXL,Female,0.0,No,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,One yera,Yes,Mailed check,,161.95,0
2379-GYFLQ,Male,0.0,No,No,46.0,Yes,Yes,Fiber optic,No,Yes,es,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,0
0122-OAHPZ,Female,0.0,No,No,7.0,Yes,Yes,Fiber optic,No,NO,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,1
2868-SNELZ,Female,0.0,No,,2.0,Yes,Yes,Fiber optic,No,,Yes,No,No,No,Month-to-month,,Mailed check,80.6,155.8,1
4322-RCYMT,Male,,Yes,Yes,68.0,Yes,,DSL,No,Yes,Yes,Yes,No,,One year,,Bank transfer (automatic),75.8,5293.95,1
6680-NENYN,Female,0.0,No,,43.0,Yes,Yes,,No,YES,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,1
2088-IEBAU,Female,0.0,,No,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,YES,Two year,Yes,Electronic check,88.15,,0
7982-VCELR,,0.0,No,No,36.0,Yes,oN,FIBER OPTIC,No,Yes,No,No,Yes,Yes,Month-t-omonth,Yes,Credit card (automatic),94.8,3565.65,0
1343-EHPYB,Male,0.0,Yes,No,63.0,Yes,Yes,Fiber optic,No,Ye,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,,1
6035-BXTTY,Female,1.0,No,,1548.5376145222538,Yes,No,DLS,,Yes,,Yes,,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,0
6885-PKOAM,Female,0.0,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,,Yes,Two year,No,Credit card (automatic),85.75,6223.8,0
7520-HQWJU,Female,0.0,Yes,Yes,66.0,Yes,Yes,DSL,,Yes,Yes,No,oN,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,0
