person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24.0,92000,RENT,1.0,HOMEIMPROVEMENT,E,,16.77,1.0,8.052991506026522,Y,
23.0,93000,,0.0,DEBTCONSOLIDATION,,,14.59,1.0,0.27,Y,2.0
22.0,175000,,6.0,VENTURE,C,3500.0,11.91,,5.5529915060265225,Y,2.0
23.0,175000,MORTGAGE,,,A,7200.0,245.72461339002103,0.0,0.04,N,3.0
25.0,174708,RENT,9.0,VENTURE,B,,10.59,0.0,0.05,N,3.0
25.0,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800.0,14.27,0.0,0.05,N,
26.0,174000,RENT,8.0,DEBTCONSOLIDATION,B,,12.53,20.65193366464861,0.07,N,241.97373313795518
568.1938274525821,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000.0,16.0,1.0,0.15,Y,3.0
26.0,173467,MORGTAGE,10.0,VENTURE,B,10000.0,11.71,0.0,0.06,N,4.0
21.0,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175.0,11.54,1.0,0.21,Y,3.0
25.0,96000,RENT,2.0,HOEMIMPROVEMENT,E,,15.68,,0.26,Y,4.0
528.1938274525821,15120,MORTGAGE,0.0,EDUCATION,B,1500.0,10.59,,0.1,N,
,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000.0,12.61,1.0,0.26,Y,2.0
26.0,110000,RENT,3.0,PERSONAL,,25000.0,,20.65193366464861,,Y,2.0
23.0,15204,MORTGAGE,7.0,PERSONAL,A,2800.0,8.49,1.0,0.18,N,3.0
25.0,159600,RENT,0.0,PERSONAL,D,30000.0,17.27,1.0,0.19,Y,4.0
24.0,171500,RENT,,DEBTCONSOLIDATION,A,18000.0,8.9,,0.1,N,4.0
25.0,170004,MORTGAGE,3.0,MEDICAL,B,10000.0,11.11,0.0,0.06,N,4.0
24.0,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000.0,14.59,1.0,0.16,Y,2.0
,170000,RENT,0.0,VENTURE,B,13000.0,286.124613390021,0.0,0.08,N,3.0
24.0,83300,RENT,0.0,MEDICAL,D,25000.0,,1.0,0.26,,2.0
24.0,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000.0,15.7,0.0,0.23,Y,2.0
22.0,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500.0,12.53,,0.16,N,3.0
25.0,134300,RENT,3.0,MEDICAL,D,5000.0,16.49,1.0,5.652991506026522,N,2.0
25.0,170000,MORTGAGE,2.0,EDUCATION,A,20000.0,7.49,0.0,0.12,N,2.0
22.0,100580,RENT,6.0,DEBTCONSOLIDATION,D,,14.96,1.0,0.25,Y,2.0
25.0,113000,RENT,7.0,MEDICAL,C,25000.0,12.73,0.0,0.22,Y,4.0
24.0,120000,RENT,8.0,EDUCATION,B,25000.0,,0.0,,N,4.0
25.0,120000,RENT,,MEDICAL,B,25000.0,10.74,0.0,0.21,N,2.0
23.0,120000,RENT,7.0,EDUCATION,B,25000.0,9.99,0.0,0.21,N,2.0
24.0,91800,,5.0,MEDICAL,D,25000.0,15.33,1.0,0.23,Y,2.0
21.0,15600,OWN,5.0,VENTURE,A,1000.0,,0.0,,N,4.0
26.0,108000,RENT,2.0,PERSONAL,D,25000.0,312.424613390021,1.0,0.23,N,3.0
,129996,RENT,6.0,PERSONAL,B,,10.75,0.0,0.19,N,
23.0,130000,RENT,4.0,EDUCATION,D,25000.0,16.02,0.0,0.19,Y,2.0
23.0,130000,RENT,,,B,25000.0,11.49,0.0,0.19,N,4.0
25.0,170000,OWN,4.0,EDUCATION,B,20000.0,12.53,0.0,0.12,N,4.0
,170000,,0.0,VENTURE,C,12000.0,13.57,0.0,0.07,Y,2.0
22.0,169000,RENT,1.0,PERSONAL,B,14000.0,11.14,0.0,0.08,N,
26.0,168750,REN,10.0,MEDICAL,C,24250.0,,,0.14,Y,3.0
23.0,168600,RENT,3.0,EDUCATION,B,20000.0,11.58,,0.12,N,3.0
,168288,RENT,5.0,,B,1800.0,11.12,0.0,0.01,,3.0
25.0,168000,MORTGAGE,227.32559472570594,PERSONAL,B,35000.0,10.65,0.0,0.21,N,2.0
24.0,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000.0,10.37,0.0,0.19,N,2.0
24.0,15600,OWN,5.0,,A,,6.39,1.0,,N,4.0
24.0,134000,RENT,8.0,PERSONAL,D,,16.07,0.0,0.19,Y,3.0
25.0,134000,RENT,7.0,MEDICAL,B,25000.0,10.62,0.0,0.19,N,2.0
25.0,15600,OWN,0.0,VENTURE,F,3200.0,18.09,1.0,0.21,,2.0
25.0,135000,,5.0,EDUCATION,,25000.0,11.36,0.0,0.19,N,4.0
26.0,135660,RENT,10.0,DEBTCONSOLIDATION,B,565651.2915151718,,0.0,,N,4.0
25.0,145000,RENT,0.0,EDUCATION,B,25000.0,9.99,0.0,0.17,N,4.0
23.0,150000,,4.0,EDUCATION,B,,10.36,0.0,0.17,N,
23.0,165000,MORTGAGE,3.0,DEUCATION,A,9600.0,5.99,0.0,0.06,N,3.0
22.0,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000.0,15.62,1.0,0.16,Y,2.0
24.0,165000,MORTGAGE,5.0,PERSONAL,B,20000.0,10.37,0.0,0.12,N,4.0
25.0,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000.0,,0.0,0.15,,
21.0,165000,MORTGAGE,257.32559472570597,EDUCATION,A,20000.0,6.91,0.0,0.12,N,4.0
23.0,16000,,7.0,,A,6000.0,7.9,1.0,0.38,N,2.0
23.0,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275.0,13.06,0.0,0.14,Y,4.0
23.0,16000,OWN,,,A,,6.39,0.0,0.13,N,3.0
,148000,RENT,1.0,DEBTCONSOLIDATION,,25000.0,14.93,1.0,0.17,N,3.0
23.0,16000,MORTGAGE,1.0,MEDICAL,C,5600.0,12.84,1.0,0.35,N,4.0
24.0,16020,OWN,3.0,VENTURE,E,3625.0,17.14,1.0,0.23,Y,
22.0,16094,,2.0,VENTURE,,5500.0,7.14,1.0,0.34,N,3.0
25.0,175000,RENT,2.0,PERSONAL,A,25000.0,8.9,0.0,0.14,N,2.0
,16200,OWN,6.0,PERSONAL,B,2000.0,,0.0,0.12,N,3.0
24.0,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000.0,12.68,0.0,0.14,,2.0
25.0,162000,RENT,9.0,PERSONAL,C,25000.0,11.03,0.0,0.15,,2.0
26.0,161000,,10.0,,A,30000.0,7.9,0.0,0.19,N,4.0
22.0,160000,MORTGAGE,0.0,MEDICAL,B,35000.0,10.65,0.0,0.22,N,4.0
25.0,225000,RENT,5.0,VENTURE,B,25000.0,11.86,0.0,0.11,N,4.0
,16400,OWN,1.0,PERSONAL,A,5000.0,8.94,1.0,0.3,N,4.0
23.0,16500,OWN,6.0,VENTURE,B,4375.0,9.63,1.0,0.27,N,4.0
25.0,49500,RENT,6.0,PERSONAL,C,24750.0,14.22,1.0,0.5,,3.0
23.0,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750.0,9.33,1.0,0.41,N,3.0
24.0,84200,RENT,8.0,MEDICAL,C,24500.0,13.85,0.0,0.29,N,4.0
22.0,16800,MORTGAGE,5.0,EDUCATION,B,2000.0,10.65,0.0,0.12,N,2.0
24.0,92000,RENT,8.0,,B,24500.0,11.46,0.0,0.27,N,4.0
,160000,MORTGAGE,,PERSONAL,A,35000.0,7.66,0.0,0.22,N,2.0
24.0,160000,MORTGAGE,,VENTURE,E,,16.77,0.0,,N,4.0
25.0,160000,MORTGAGE,1.0,PERSONAL,B,12000.0,9.63,0.0,0.07,N,4.0
26.0,160000,RENT,6.0,PERSONAL,C,25000.0,12.23,0.0,0.16,Y,4.0
25.0,125800,,0.0,MEDICAL,D,10000.0,14.09,,0.07,N,
25.0,54000,RENT,2.0,PERSONAL,C,24250.0,13.98,1.0,0.45,,4.0
23.0,62500,RENT,1.0,,B,24250.0,10.62,1.0,0.39,N,4.0
24.0,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900.0,,1.0,0.23,N,
25.0,68400,RENT,9.0,PERSONAL,E,24250.0,17.56,1.0,0.35,,
26.0,56045,RENT,1.0,MEDICAL,D,24250.0,14.96,1.0,0.37,N,
22.0,74000,RENT,277.32559472570597,DEBTCONSOLIDATION,D,24250.0,15.65,30.65193366464861,0.33,Y,2.0
24.0,65453,RENT,,MEDICAL,D,,15.7,,0.31,N,2.0
24.0,89908,,1.0,VENTURE,B,24250.0,12.53,0.0,0.27,N,3.0
,78000,RENT,0.0,,E,24250.0,17.56,1.0,0.31,Y,3.0
23.0,100000,RENT,0.0,PERSONAL,C,24250.0,12.87,0.0,0.24,Y,2.0
23.0,103000,RENT,6.0,PERSONAL,D,24250.0,15.7,0.0,0.24,N,221.97373313795518
25.0,160000,MORTGAGE,2.0,EDUCATION,A,9000.0,,,0.06,N,3.0
25.0,160000,OWN,5.0,VENTURE,B,15000.0,11.14,0.0,0.09,N,241.97373313795518
24.0,160000,MORTGAGE,3.0,VENTURE,D,20000.0,,0.0,0.13,N,3.0
23.0,160000,MORTGAGE,2.0,EDUCATION,D,25000.0,15.65,0.0,0.16,Y,2.0
,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750.0,,0.0,0.09,N,4.0
21.0,160000,MORTGAGE,3.0,VENTURE,D,15250.0,15.31,0.0,0.1,Y,241.97373313795518
25.0,160000,MORTGAGE,3.0,VENTURE,C,515651.2915151717,13.47,,0.13,Y,2.0
22.0,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750.0,13.85,1.0,0.28,Y,2.0
25.0,111996,RENT,297.32559472570597,PERSONAL,D,24250.0,,0.0,0.22,N,3.0
21.0,16800,MORTGAGE,0.0,VENTURE,B,6000.0,10.39,1.0,,N,4.0
25.0,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250.0,11.36,0.0,0.21,N,2.0
23.0,144000,RENT,0.0,EDUCATION,B,,11.83,0.0,0.17,N,3.0
23.0,287000,,,EDUCATION,B,24250.0,12.53,0.0,0.08,N,3.0
22.0,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150.0,14.96,1.0,0.22,Y,3.0
22.0,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000.0,13.85,,0.56,Y,3.0
548.1938274525821,47004,RENT,1.0,VENTURE,B,24000.0,11.58,1.0,0.51,N,4.0
24.0,48000,RENT,4.0,VENTURE,D,24000.0,16.29,1.0,0.5,Y,2.0
26.0,48000,,4.0,MEDICAL,A,24000.0,,1.0,0.5,N,3.0
21.0,44964,RENT,2.0,EDUCATION,D,24000.0,16.29,1.0,0.53,Y,2.0
25.0,52000,RENT,,PERSONAL,B,24000.0,10.74,1.0,0.46,N,2.0
22.0,17352,MORTGAGE,,EDUCATION,C,2250.0,,0.0,0.13,Y,3.0
,47000,RENT,3.0,PERSONAL,F,24000.0,17.8,1.0,0.51,N,2.0
,17400,MORTGAGE,6.0,VENTURE,,1000.0,11.36,0.0,0.06,N,2.0
,49000,RENT,2.0,MEDICAL,E,24000.0,17.56,1.0,0.49,N,4.0
26.0,60000,RENT,0.0,PERSONAL,A,,7.9,1.0,0.4,N,4.0
25.0,60000,RENT,3.0,PERSONAL,B,,10.99,1.0,0.4,N,4.0
22.0,60000,ERNT,0.0,PERSONAL,,24000.0,7.29,,9.352991506026523,N,3.0
,60000,RENT,5.0,MEDICAL,B,24000.0,10.75,1.0,0.4,,2.0
26.0,62004,RENT,9.0,,A,555651.2915151718,7.9,1.0,0.39,N,3.0
,62400,RENT,3.0,EDUCATION,D,24000.0,14.84,1.0,0.38,N,2.0
26.0,65000,,10.0,DEBTCONSOLIDATION,A,24000.0,,30.65193366464861,0.37,N,2.0
538.1938274525821,17760,MORTGAGE,6.0,EDUCATION,C,4975.0,,1.0,0.28,,3.0
,59000,ENT,5.0,DEBTCONSOLIDATION,E,24000.0,,1.0,0.41,Y,2.0
23.0,66000,RENT,,VENTURE,A,24000.0,,1.0,0.36,,4.0
558.1938274525821,60000,RENT,0.0,VENTURE,D,24000.0,,1.0,0.4,N,4.0
25.0,66143,RENT,9.0,EDUCATION,A,24000.0,6.99,1.0,,N,3.0
22.0,62250,RENT,3.0,PERSONAL,E,24000.0,16.45,1.0,,Y,4.0
24.0,70000,RENT,8.0,EDUCATION,B,24000.0,10.99,1.0,0.34,N,
23.0,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000.0,10.99,1.0,0.32,N,2.0
22.0,18000,,3.0,PERSONAL,,3000.0,7.9,1.0,0.17,N,4.0
22.0,75000,RENT,6.0,EDUCATION,B,555651.2915151718,12.69,1.0,0.32,N,4.0
24.0,75000,RENT,9.0,MEDICAL,B,24000.0,10.37,1.0,0.32,N,3.0
24.0,75000,REN,7.0,HOMEIMPROVEMENT,C,555651.2915151718,,1.0,,N,3.0
26.0,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000.0,15.83,1.0,0.35,N,3.0
23.0,78000,RENT,4.0,PERSONAL,,24000.0,13.92,1.0,0.31,N,3.0
22.0,18000,OWN,,VENTURE,B,2000.0,11.49,20.65193366464861,0.11,N,3.0
24.0,80000,RENT,2.0,MEDICAL,B,24000.0,,0.0,0.3,N,2.0
22.0,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500.0,7.49,1.0,0.19,N,4.0
23.0,18000,,3.0,EDUCATION,A,355651.2915151717,5.99,1.0,0.22,N,2.0
23.0,74700,RENT,6.0,PERSONAL,,24000.0,12.92,1.0,0.32,N,2.0
26.0,88596,RENT,3.0,PERSONAL,B,24000.0,,0.0,0.27,N,3.0
25.0,95000,RENT,4.0,,A,24000.0,8.9,0.0,0.25,N,2.0
22.0,83000,,6.0,,E,24000.0,19.69,1.0,0.29,N,3.0
25.0,95000,RENT,9.0,VENTURE,A,24000.0,6.54,0.0,0.25,N,4.0
,18000,ONW,3.0,HOMEIMPROVEMENT,D,4900.0,14.54,,0.27,Y,
21.0,18000,OWN,,EDUCATION,B,5000.0,,1.0,0.28,N,2.0
26.0,100000,RENT,5.0,PERSONAL,C,24000.0,12.73,0.0,0.24,N,4.0
24.0,110000,RENT,277.32559472570597,,D,24000.0,15.62,0.0,0.22,N,4.0
24.0,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250.0,6.54,1.0,,N,4.0
22.0,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000.0,,1.0,,Y,2.0
26.0,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000.0,20.03,1.0,0.23,N,4.0
22.0,120000,RENT,4.0,EDUCATION,B,24000.0,9.91,20.65193366464861,0.2,N,241.97373313795518
558.1938274525821,120000,RENT,1.0,VENTURE,B,24000.0,12.69,0.0,0.2,N,241.97373313795518
26.0,108000,RENT,9.0,EDUCATION,G,24000.0,20.16,1.0,0.22,N,3.0
24.0,124080,,4.0,PERSONAL,,24000.0,16.49,,0.19,Y,
23.0,18000,MORTGAGE,1.0,MEDICAL,D,340651.2915151717,15.95,1.0,0.14,N,2.0
24.0,130000,RENT,7.0,,B,24000.0,11.49,0.0,0.18,N,3.0
568.1938274525821,135000,RENT,8.0,PERSONAL,B,24000.0,10.99,0.0,,N,2.0
24.0,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000.0,13.79,0.0,0.18,,2.0
23.0,114750,RENT,2.0,MEDICAL,G,24000.0,20.03,1.0,0.18,Y,3.0
23.0,150000,RENT,0.0,EDUCATION,A,555651.2915151718,236.82461339002103,0.0,0.16,N,
23.0,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000.0,16.0,1.0,0.17,Y,2.0
24.0,18000,OWN,6.0,,,13000.0,7.88,1.0,0.72,N,3.0
21.0,18000,OWN,0.0,VENTURE,B,6250.0,10.62,1.0,0.35,N,4.0
26.0,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000.0,10.99,0.0,0.15,N,4.0
26.0,148000,RENT,1.0,EDUCATION,F,24000.0,344.924613390021,1.0,0.16,N,2.0
578.1938274525821,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000.0,,0.0,0.14,Y,2.0
21.0,18000,OWN,1.0,PERSONAL,B,2500.0,11.36,0.0,0.14,,3.0
24.0,43896,RENT,8.0,,B,23975.0,,1.0,0.55,N,2.0
,120000,RENT,4.0,MEDICAL,C,23750.0,,0.0,0.2,N,221.97373313795518
24.0,54996,RENT,,PERSONAL,,23600.0,11.89,1.0,0.43,N,3.0
24.0,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000.0,12.18,1.0,,N,2.0
25.0,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600.0,13.49,0.0,0.23,N,4.0
23.0,75000,RENT,3.0,,,23575.0,14.5,1.0,0.31,N,4.0
22.0,18000,OWN,2.0,MEDICAL,C,,,1.0,0.22,N,2.0
22.0,18000,OWN,1.0,MEDICAL,D,5400.0,15.31,1.0,0.3,Y,2.0
,18000,MORTGAGE,1.0,MEDICAL,B,355651.2915151717,,1.0,0.22,N,3.0
21.0,18000,OWN,5.0,VENTURE,B,3375.0,,1.0,0.19,N,2.0
22.0,66960,RENT,1.0,VENTURE,,23400.0,7.49,1.0,,N,2.0
,43385,RENT,7.0,PERSONAL,C,23000.0,,1.0,0.53,N,3.0
25.0,56544,RENT,3.0,EDUCATION,B,23000.0,,,0.41,N,
23.0,60000,RENT,2.0,VENTURE,B,,283.72461339002103,1.0,0.38,N,4.0
,18000,MORTGAGE,3.0,VENTURE,C,1200.0,11.34,0.0,0.07,Y,4.0
25.0,63208,RENT,9.0,EDUCATION,B,23000.0,9.91,1.0,0.36,N,3.0
24.0,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000.0,,1.0,0.35,N,4.0
23.0,68000,RENT,7.0,EDUCATION,B,23000.0,9.62,1.0,0.34,N,2.0
,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000.0,9.96,,,N,3.0
568.1938274525821,80000,RENT,9.0,VENTURE,C,23000.0,,0.0,0.29,N,2.0
24.0,88000,RENT,1.0,VENTURE,D,23000.0,14.54,1.0,0.26,N,2.0
,58600,RENT,,MEDICAL,,22750.0,11.36,1.0,0.39,N,4.0
23.0,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500.0,14.27,,0.32,N,2.0
,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000.0,11.99,1.0,0.16,N,3.0
26.0,69846,RENT,2.0,EDUCATION,F,22500.0,18.99,1.0,0.32,Y,2.0
24.0,73000,RENT,0.0,VENTURE,E,22400.0,16.7,1.0,0.31,Y,4.0
24.0,18500,MORTGAGE,8.0,PERSONAL,A,5000.0,9.32,1.0,0.27,,3.0
,35000,RENT,,DEBTCONSOLIDATION,B,22250.0,12.69,1.0,0.64,N,3.0
25.0,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000.0,13.11,1.0,0.51,N,2.0
25.0,52000,,4.0,PERSONAL,B,22000.0,10.74,1.0,,N,2.0
21.0,18701,MORTGAGE,0.0,PERSONAL,D,,14.11,1.0,7.5529915060265225,Y,4.0
22.0,57000,,6.0,EDUCATION,B,22000.0,9.63,1.0,0.39,N,3.0
25.0,58000,RENT,0.0,MEDICAL,C,22000.0,14.65,1.0,0.38,N,2.0
23.0,60000,RENT,6.0,,B,22000.0,10.25,1.0,0.37,N,4.0
24.0,60000,RENT,3.0,VENTURE,C,,14.26,1.0,0.37,Y,2.0
25.0,18840,MORTGAGE,5.0,EDUCATION,B,3000.0,9.91,1.0,6.952991506026523,N,2.0
26.0,56000,RENT,7.0,,E,22000.0,17.19,1.0,0.39,N,3.0
22.0,70000,RNET,,EDUCATION,B,22000.0,11.36,1.0,0.31,N,4.0
22.0,66000,RENT,1.0,EDUCATION,F,,,1.0,0.33,N,2.0
23.0,74064,RENT,237.32559472570594,DEBTCONSOLIDATION,B,,10.59,0.0,0.3,N,3.0
24.0,76597,RENT,,EDUCATION,B,22000.0,,0.0,8.252991506026522,N,2.0
22.0,19000,OWN,6.0,MEDICAL,A,3625.0,,1.0,0.19,N,3.0
26.0,77000,RENT,0.0,,A,22000.0,6.54,0.0,0.29,N,3.0
528.1938274525821,19000,OWN,5.0,MEDICAL,A,6000.0,8.49,1.0,,N,3.0
,80000,RENT,0.0,,A,22000.0,,0.0,0.28,N,4.0
26.0,82600,RENT,10.0,VENTURE,B,,12.69,0.0,0.27,N,2.0
24.0,19000,OWN,3.0,MEDICAL,C,7400.0,13.85,1.0,0.39,N,2.0
25.0,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000.0,7.4,1.0,0.21,N,3.0
23.0,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000.0,,0.0,0.26,N,4.0
,77650,RENT,8.0,PERSONAL,B,22000.0,11.48,1.0,0.28,N,
25.0,82000,RENT,1.0,,E,22000.0,17.51,30.65193366464861,,N,2.0
21.0,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500.0,14.61,1.0,7.152991506026522,N,3.0
,99996,RENT,3.0,,A,22000.0,7.88,0.0,0.22,N,4.0
,110000,RENT,0.0,PERSONAL,,22000.0,,0.0,0.2,N,3.0
22.0,19200,MORTGAGE,6.0,PERSONAL,B,4950.0,,,0.26,N,2.0
25.0,57000,RENT,4.0,PERSONAL,,532651.2915151718,11.99,1.0,,N,2.0
24.0,54000,RENT,5.0,VENTURE,C,21600.0,13.49,1.0,0.4,N,2.0
23.0,56000,RENT,8.0,MEDICAL,G,21600.0,,1.0,0.39,Y,4.0
26.0,63000,RENT,2.0,DEBTCONSOLIDATION,C,,305.424613390021,1.0,0.34,Y,3.0
22.0,82000,RENT,3.0,PERSONAL,,21600.0,13.61,0.0,0.26,Y,3.0
22.0,78000,RENT,6.0,DEBTCONSOLIDATON,B,21600.0,11.26,1.0,0.28,N,3.0
22.0,19200,OWN,0.0,VENTURE,B,2400.0,10.59,,0.13,,3.0
24.0,112140,,8.0,MEDICAL,A,21600.0,,0.0,0.19,N,2.0
24.0,19200,MORTGAGE,,HOMEIMPROVEMENT,A,7000.0,5.99,1.0,0.36,N,4.0
,19200,OWN,4.0,EDUCATION,B,3000.0,11.99,1.0,0.16,N,
24.0,59000,RENT,257.32559472570597,MEDICAL,D,21500.0,16.89,1.0,0.36,N,
24.0,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500.0,9.99,1.0,0.31,N,3.0
24.0,116000,RENT,5.0,EDUCATION,D,21500.0,15.33,0.0,,Y,3.0
25.0,60000,,5.0,EDUCATION,A,21450.0,7.29,1.0,0.36,N,4.0
22.0,31000,RENT,5.0,DEBTCONSOLIDATION,B,21250.0,12.42,1.0,0.69,N,3.0
25.0,47052,,5.0,VENTURE,B,,10.99,1.0,0.45,N,
568.1938274525821,51060,RENT,9.0,VENTURE,A,21250.0,6.91,30.65193366464861,0.42,N,2.0
22.0,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000.0,14.17,1.0,0.26,Y,2.0
22.0,53000,RNT,3.0,MEDICAL,B,21250.0,10.25,1.0,0.4,N,3.0
26.0,19200,OWN,0.0,EDUCATION,B,,,,0.48,N,2.0
24.0,56000,RENT,8.0,VENTURE,D,21250.0,15.95,1.0,0.38,Y,3.0
24.0,65000,RENT,4.0,EDUCATION,D,21250.0,15.95,1.0,8.652991506026522,Y,4.0
21.0,35000,RENT,3.0,VENTURE,B,21000.0,12.53,1.0,0.6,N,4.0
22.0,19200,MORTGAGE,6.0,HOMEIMPROVEMENT,D,,14.91,1.0,0.07,,
23.0,19200,MORTGAGE,7.0,MEDICAL,A,,,1.0,0.16,N,4.0
26.0,40000,RENT,3.0,MEDICAL,A,21000.0,6.54,1.0,0.53,N,4.0
25.0,19200,OWN,2.0,VENTURE,B,1000.0,,0.0,0.05,N,3.0
26.0,42000,RENT,0.0,MEDICAL,,21000.0,17.26,1.0,0.5,Y,4.0
23.0,63000,RENT,2.0,MEDICAL,B,21000.0,11.36,1.0,0.33,N,2.0
26.0,19200,MORTGAGE,5.0,VENTURE,A,4000.0,7.51,1.0,0.21,N,4.0
22.0,59000,RENT,2.0,,B,21000.0,10.71,1.0,,N,3.0
22.0,70500,RENT,,ERSONAL,C,21000.0,13.98,0.0,0.3,Y,4.0
26.0,65219,RENT,11.0,DEBTCONSOLIDATION,D,21000.0,,1.0,0.32,N,3.0
22.0,75000,RENT,,EDUCATION,B,21000.0,10.0,0.0,8.152991506026522,N,3.0
22.0,19200,MORTGAGE,3.0,MEDICAL,D,5000.0,15.33,,0.26,N,3.0
25.0,62047,RENT,,MEDICAL,E,21000.0,16.32,1.0,0.29,Y,4.0
24.0,79000,RENT,8.0,HOMEIMPROVEMENT,A,21000.0,7.9,0.0,,N,2.0
,80000,RENT,,MEDICAL,B,21000.0,11.99,0.0,0.26,N,3.0
24.0,84000,,8.0,MEDICAL,B,21000.0,10.75,0.0,0.25,N,4.0
26.0,85000,RENT,3.0,,C,21000.0,13.92,0.0,0.25,N,
538.1938274525821,93000,RENT,1.0,EDUCATION,B,525651.2915151718,9.91,0.0,0.23,N,3.0
26.0,81000,RENT,10.0,EDUCATION,E,21000.0,,1.0,7.952991506026523,Y,3.0
26.0,97000,RENT,1.0,EDUCATION,A,21000.0,7.9,0.0,0.22,N,3.0
26.0,97000,RENT,3.0,EDUCATION,C,21000.0,,0.0,,Y,3.0
25.0,100000,,2.0,PERSONAL,D,21000.0,16.49,1.0,0.21,Y,3.0
26.0,19200,OTHER,0.0,PERSONAL,C,7500.0,11.97,1.0,0.39,Y,2.0
21.0,19253,MORTGAGE,,,A,6250.0,,1.0,0.32,N,3.0
26.0,125000,,5.0,HOMEIMPROVEMENT,,21000.0,8.9,0.0,0.17,N,2.0
25.0,125000,RENT,9.0,EDUCATION,C,21000.0,12.99,0.0,0.17,Y,3.0
23.0,82000,RENT,2.0,PERSONAL,B,20900.0,,0.0,0.25,N,2.0
21.0,19500,MORTGAGE,0.0,EDUCATION,B,15000.0,9.64,1.0,0.77,N,2.0
26.0,50000,RENT,7.0,VENTURE,A,20500.0,7.49,1.0,0.41,N,3.0
23.0,70000,RENT,2.0,EDCATION,C,,13.16,0.0,,Y,3.0
22.0,19800,,1.0,EDUCATION,A,2100.0,8.38,0.0,0.11,N,4.0
1548.1938274525821,80004,RENT,2.0,EDUCATION,B,20400.0,10.25,20.65193366464861,0.25,N,3.0
23.0,54000,RENT,7.0,PERSONAL,,519401.2915151717,7.49,1.0,0.38,N,2.0
26.0,26000,RENT,10.0,EDUCATION,B,20050.0,,1.0,0.77,N,2.0
24.0,33000,RENT,1.0,DEBTCONSOLIDATION,B,20000.0,10.99,1.0,0.61,N,3.0
23.0,20000,OWN,0.0,PEROSNAL,B,5000.0,11.71,0.0,0.25,N,4.0
22.0,20000,OWN,6.0,PERSONL,B,9250.0,10.65,0.0,0.46,N,4.0
24.0,35364,RENT,1.0,MEDICAL,B,20000.0,12.53,1.0,,N,4.0
25.0,38000,RENT,4.0,MEDICAL,D,,14.59,1.0,0.53,N,4.0
23.0,32000,,3.0,DEBTCONSOLIDATION,D,20000.0,,1.0,0.63,N,4.0
25.0,38004,RENT,6.0,MEDICAL,,20000.0,13.11,,0.53,N,2.0
23.0,20000,MORTGAGE,2.0,MEDICAL,B,6400.0,10.65,0.0,0.32,N,4.0
25.0,38556,,9.0,PERSONAL,C,20000.0,11.22,,0.52,Y,4.0
23.0,32900,RENT,1.0,EDUCATION,D,20000.0,16.0,1.0,0.61,,2.0
25.0,34000,RENT,10.0,HOMEIMPROVEMENT,B,20000.0,8.88,1.0,0.59,N,4.0
24.0,40000,RENT,4.0,PERSONAL,B,20000.0,12.53,1.0,0.5,N,3.0
